commande_id,client_id,date,produit_court,categorie,quantite,prix,total,ville,source
CMD1758,C4019,2025-10-03 12:35:14+00:00,Appareil d'entraînement c,Autre,1.0,12000.0,12000.0,Yaoundé,Excel_2025
CMD1759,C4020,2025-10-03 13:19:16+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1760,C4021,2025-10-03 13:47:52+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Edéa,Excel_2025
CMD1761,C4022,2025-10-03 14:08:01+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1762,C4023,2025-10-03 14:35:20+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1763,C4024,2025-10-03 16:12:10+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1764,C4025,2025-10-03 17:19:38+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1765,C4026,2025-10-03 17:56:31+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1766,C4027,2025-10-03 18:07:22+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1767,C4028,2025-10-03 18:47:31+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1768,C4028,2025-10-03 18:50:56+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1769,C3609,2025-10-03 18:51:39+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Buea,Excel_2025
CMD1770,C4029,2025-10-03 19:01:09+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1771,C4030,2025-10-03 19:43:54+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1772,C4031,2025-10-03 19:46:32+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Bamenda,Excel_2025
CMD1773,C2222,2025-10-03 19:54:40+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1774,C4032,2025-10-03 20:19:58+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1775,C4033,2025-10-03 20:56:09+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1776,C4034,2025-10-03 20:58:29+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1777,C4035,2025-10-03 21:07:19+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Ngaoundéré,Excel_2025
CMD1778,C4036,2025-10-03 21:37:04+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1780,C4037,2025-10-03 22:36:18+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Bafoussam,Excel_2025
CMD1781,C4038,2025-10-03 22:41:22+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1782,C4039,2025-10-03 23:29:31+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1783,C4040,2025-10-03 23:41:21+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Autre,Excel_2025
CMD1784,C4041,2025-10-04 02:04:31+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1785,C4042,2025-10-04 02:19:04+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1786,C4043,2025-10-04 03:22:30+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1787,C4044,2025-10-04 04:57:45+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1788,C4045,2025-10-04 06:06:35+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Kribi,Excel_2025
CMD1789,C4046,2025-10-04 06:40:33+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1790,C4047,2025-10-04 06:57:03+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1791,C4048,2025-10-04 10:50:16+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1792,C4049,2025-10-05 07:26:53+00:00,Lampe torche tactique LED,Autre,1.0,12900.0,12900.0,Autre,Excel_2025
CMD1793,C4050,2025-10-05 19:57:30+00:00,Lampe torche tactique LED,Autre,1.0,12900.0,12900.0,Limbé,Excel_2025
CMD1794,C4051,2025-10-05 20:10:59+00:00,Lampe torche tactique LED,Autre,1.0,12900.0,12900.0,Douala,Excel_2025
CMD1795,C4052,2025-10-05 20:44:45+00:00,Lampe torche tactique LED,Autre,1.0,12900.0,12900.0,Douala,Excel_2025
CMD1796,C4053,2025-10-05 21:49:41+00:00,Lampe torche tactique LED,Autre,1.0,12900.0,12900.0,Garoua,Excel_2025
CMD1797,C4054,2025-10-06 01:34:31+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Bertoua,Excel_2025
CMD1798,C4055,2025-10-06 02:10:52+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1799,C4056,2025-10-06 02:20:22+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1800,C4057,2025-10-06 04:21:00+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1802,C4058,2025-10-06 05:38:56+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1803,C4058,2025-10-06 05:41:25+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1804,C4059,2025-10-06 05:44:03+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1805,C4060,2025-10-06 06:51:24+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1806,C4061,2025-10-06 07:07:19+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1807,C4062,2025-10-06 08:33:41+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1808,C4063,2025-10-06 10:11:04+00:00,Appareil d'entraînement c,Autre,2.0,17800.0,17800.0,Autre,Excel_2025
CMD1809,C4064,2025-10-06 10:30:07+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Mbalmayo,Excel_2025
CMD1810,C4065,2025-10-06 10:33:14+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1811,C4066,2025-10-06 11:05:55+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1812,C4067,2025-10-06 11:12:16+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1813,C4068,2025-10-06 12:03:28+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1814,C4069,2025-10-06 12:39:15+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1815,C4070,2025-10-06 13:29:42+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1816,C4071,2025-10-06 13:42:35+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Autre,Excel_2025
CMD1817,C4072,2025-10-06 14:50:48+00:00,Lampe torche tactique LED,Autre,1.0,12900.0,12900.0,Douala,Excel_2025
CMD1818,C4073,2025-10-06 14:54:15+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Autre,Excel_2025
CMD1819,C4074,2025-10-06 15:11:20+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1820,C4075,2025-10-06 15:26:08+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1821,C4076,2025-10-06 16:57:07+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Autre,Excel_2025
CMD1822,C4077,2025-10-06 17:07:15+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1823,C4078,2025-10-06 18:37:47+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1824,C4079,2025-10-06 18:55:51+00:00,Lampe torche tactique LED,Autre,1.0,12900.0,12900.0,Bamenda,Excel_2025
CMD1825,C4080,2025-10-06 20:24:55+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1826,C3973,2025-10-06 21:13:40+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1827,C4081,2025-10-06 21:29:15+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1828,C4082,2025-10-06 21:32:57+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Autre,Excel_2025
CMD1829,C4083,2025-10-07 05:11:52+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Ebolowa,Excel_2025
CMD1830,C4084,2025-10-07 05:23:42+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1831,C4085,2025-10-07 05:40:58+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Bafoussam,Excel_2025
CMD1832,C4086,2025-10-07 06:34:33+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1833,C4087,2025-10-07 06:55:19+00:00,Appareil d'entraînement c,Autre,1.0,11900.0,11900.0,Douala,Excel_2025
CMD1834,C4088,2025-10-07 08:09:36+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1835,C4089,2025-10-07 08:58:36+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1836,C4090,2025-10-07 08:59:14+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1837,C4091,2025-10-07 09:05:13+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1838,C4092,2025-10-07 09:35:19+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Yaoundé,Excel_2025
CMD1839,C4093,2025-10-07 10:04:27+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1840,C4094,2025-10-07 10:48:52+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1841,C4095,2025-10-07 12:18:55+00:00,Appareil d'entraînement c,Autre,1.0,8500.0,8500.0,Douala,Excel_2025
CMD1842,C4096,2025-10-07 12:34:15+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1843,C4097,2025-10-07 13:36:34+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1844,C4098,2025-10-07 13:44:37+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Douala,Excel_2025
CMD1845,C4098,2025-10-07 14:01:51+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Douala,Excel_2025
CMD1846,C4099,2025-10-07 14:14:28+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Bafoussam,Excel_2025
CMD1847,C4100,2025-10-07 14:36:35+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Bertoua,Excel_2025
CMD1848,C4101,2025-10-07 15:37:39+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Yaoundé,Excel_2025
CMD1849,C4102,2025-10-07 15:45:11+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1850,C4103,2025-10-07 15:46:19+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1851,C4104,2025-10-07 15:57:54+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1852,C4104,2025-10-07 15:59:33+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1853,C4105,2025-10-07 16:01:24+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1854,C4106,2025-10-07 16:52:36+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Bamenda,Excel_2025
CMD1855,C4107,2025-10-07 17:02:45+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1856,C4108,2025-10-07 17:06:41+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1857,C4109,2025-10-07 17:13:57+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1858,C4110,2025-10-07 17:17:56+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1859,C4111,2025-10-07 17:24:23+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1860,C4104,2025-10-07 19:14:42+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1861,C4112,2025-10-07 20:58:51+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1862,C4113,2025-10-07 21:32:21+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1863,C4114,2025-10-07 21:55:43+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Douala,Excel_2025
CMD1864,C4061,2025-10-07 23:51:17+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1865,C4115,2025-10-08 01:50:22+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1866,C4116,2025-10-08 03:17:11+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Bafoussam,Excel_2025
CMD1867,C4117,2025-10-08 03:46:44+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Dschang,Excel_2025
CMD1868,C4118,2025-10-08 03:59:15+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1869,C4119,2025-10-08 04:13:57+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1870,C4120,2025-10-08 06:21:24+00:00,Lampe torche tactique LED,Autre,1.0,12900.0,12900.0,Yaoundé,Excel_2025
CMD1871,C4121,2025-10-08 09:26:03+00:00,Boucleur avec Résultat Sa,Soin cheveux,1.0,11900.0,11900.0,Yaoundé,Excel_2025
CMD1872,C4098,2025-10-08 10:16:03+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1873,C4122,2025-10-08 12:27:13+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1874,C4123,2025-10-08 13:29:18+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1875,C4124,2025-10-08 13:56:16+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1876,C4125,2025-10-08 14:41:04+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1877,C4126,2025-10-08 15:05:41+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1878,C4127,2025-10-08 16:02:59+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1879,C4128,2025-10-08 18:18:08+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1880,C4129,2025-10-08 18:52:31+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1881,C4130,2025-10-08 18:55:45+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1882,C4131,2025-10-08 19:14:26+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Douala,Excel_2025
CMD1883,C4132,2025-10-08 19:27:49+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Bafoussam,Excel_2025
CMD1884,C4133,2025-10-08 20:02:14+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1885,C4134,2025-10-08 20:11:32+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1886,C4135,2025-10-08 20:18:11+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1887,C4136,2025-10-08 20:18:54+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1888,C4137,2025-10-08 20:51:33+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1889,C4138,2025-10-09 05:35:48+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1890,C4139,2025-10-09 05:43:55+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Ngaoundéré,Excel_2025
CMD1891,C4140,2025-10-09 06:02:11+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1892,C4141,2025-10-09 06:26:45+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1893,C4142,2025-10-09 07:40:08+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Garoua,Excel_2025
CMD1894,C4143,2025-10-09 07:55:55+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Yaoundé,Excel_2025
CMD1895,C4144,2025-10-09 08:16:09+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1896,C4145,2025-10-09 08:23:45+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1897,C4146,2025-10-09 09:13:34+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1898,C4147,2025-10-10 07:50:05+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1899,C4148,2025-10-10 08:52:24+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1900,C4149,2025-10-10 09:31:49+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1901,C4149,2025-10-10 10:12:36+00:00,Support PC Portable Régla,Autre,1.0,10000.0,10000.0,Autre,Excel_2025
CMD1902,C4150,2025-10-10 12:39:10+00:00,Appareil d'entraînement c,Autre,1.0,11500.0,11500.0,Yaoundé,Excel_2025
CMD1903,C4151,2025-10-10 17:00:34+00:00,Appareil d'entraînement c,Autre,1.0,11500.0,11500.0,Yaoundé,Excel_2025
CMD1904,C3587,2025-10-10 17:01:01+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Ngaoundéré,Excel_2025
CMD1905,C4152,2025-10-10 18:39:52+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Kribi,Excel_2025
CMD1906,C4153,2025-10-10 18:48:02+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1907,C4154,2025-10-10 18:58:15+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1908,C4155,2025-10-10 19:06:59+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1909,C4156,2025-10-10 19:16:51+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1910,C4157,2025-10-10 19:18:46+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1911,C4158,2025-10-10 19:50:30+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Kribi,Excel_2025
CMD1912,C4159,2025-10-10 21:22:31+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1913,C4160,2025-10-11 06:07:17+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1914,C4161,2025-10-11 06:19:42+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1915,C4162,2025-10-11 06:47:42+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1916,C4163,2025-10-11 08:52:04+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1917,C4164,2025-10-11 09:37:42+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1918,C4165,2025-10-11 09:46:59+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Nkongsamba,Excel_2025
CMD1919,C4166,2025-10-11 10:01:54+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1920,C4167,2025-10-11 10:05:23+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1921,C4168,2025-10-11 10:43:35+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Autre,Excel_2025
CMD1922,C4169,2025-10-11 11:02:27+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Douala,Excel_2025
CMD1923,C4170,2025-10-11 11:12:34+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1924,C4171,2025-10-11 12:03:50+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1925,C4172,2025-10-11 12:15:08+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1926,C4173,2025-10-12 18:33:25+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1927,C4174,2025-10-13 03:12:13+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1928,C4175,2025-10-13 03:43:02+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1929,C0571,2025-10-13 04:23:46+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Yaoundé,Excel_2025
CMD1930,C4176,2025-10-13 04:39:35+00:00,Appareil d'entraînement c,Autre,2.0,15000.0,15000.0,Douala,Excel_2025
CMD1931,C4177,2025-10-13 04:52:12+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1932,C3883,2025-10-13 05:27:22+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1933,C4178,2025-10-13 06:14:26+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1934,C4179,2025-10-13 06:49:59+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Buea,Excel_2025
CMD1935,C4180,2025-10-13 09:10:21+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1936,C4181,2025-10-13 09:51:04+00:00,Appareil d'entraînement c,Autre,1.0,10500.0,10500.0,Douala,Excel_2025
CMD1937,C4182,2025-10-13 20:50:44+00:00,Appareil d'entraînement c,Autre,1.0,9900.0,9900.0,Kribi,Excel_2025
CMD1938,C4054,2025-10-14 00:33:15+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Bertoua,Excel_2025
CMD1939,C4183,2025-10-14 01:03:24+00:00,Appareil d'entraînement c,Autre,2.0,13800.0,13800.0,Yaoundé,Excel_2025
CMD1940,C4184,2025-10-14 02:00:26+00:00,Rasoir Électrique Sans Fi,Autre,1.0,12900.0,12900.0,Douala,Excel_2025
CMD1941,C4185,2025-10-14 02:09:33+00:00,Appareil d'entraînement c,Autre,1.0,9900.0,9900.0,Yaoundé,Excel_2025
CMD1942,C4186,2025-10-14 02:43:42+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Douala,Excel_2025
CMD1943,C4187,2025-10-14 03:16:42+00:00,Appareil d'entraînement c,Autre,2.0,13800.0,13800.0,Yaoundé,Excel_2025
CMD1944,C4188,2025-10-14 03:17:23+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Douala,Excel_2025
CMD1945,C4189,2025-10-14 03:49:34+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Yaoundé,Excel_2025
CMD1946,C4190,2025-10-14 04:17:01+00:00,Appareil d'entraînement c,Autre,1.0,9900.0,9900.0,Yaoundé,Excel_2025
CMD1947,C0589,2025-10-14 05:33:43+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Yaoundé,Excel_2025
CMD1948,C4191,2025-10-14 08:50:50+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Yaoundé,Excel_2025
CMD1949,C4192,2025-10-14 08:54:01+00:00,Appareil d'entraînement c,Autre,1.0,9900.0,9900.0,Yaoundé,Excel_2025
CMD1950,C4193,2025-10-14 14:52:24+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Yaoundé,Excel_2025
CMD1951,C4194,2025-10-14 15:46:35+00:00,Appareil d'entraînement c,Autre,1.0,9900.0,9900.0,Yaoundé,Excel_2025
CMD1952,C4195,2025-10-14 15:48:50+00:00,Appareil d'entraînement c,Autre,1.0,7900.0,7900.0,Yaoundé,Excel_2025
CMD1953,C4196,2025-10-14 16:02:59+00:00,Appareil d'entraînement c,Autre,1.0,9900.0,9900.0,Yaoundé,Excel_2025
CMD1954,C4197,2025-10-14 16:13:55+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Douala,Excel_2025
CMD1955,C4198,2025-10-14 16:51:47+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Bafoussam,Excel_2025
CMD1956,C4199,2025-10-14 16:58:25+00:00,Appareil d'entraînement c,Autre,1.0,9900.0,9900.0,Yaoundé,Excel_2025
CMD1957,C4200,2025-10-14 17:25:58+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Yaoundé,Excel_2025
CMD1958,C4104,2025-10-14 18:26:17+00:00,Appareil d'entraînement c,Autre,1.0,9900.0,9900.0,Autre,Excel_2025
CMD1959,C4201,2025-10-14 18:29:16+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Yaoundé,Excel_2025
CMD1960,C4202,2025-10-14 20:19:56+00:00,Lampe torche tactique LED,Autre,1.0,11500.0,11500.0,Douala,Excel_2025
